date_time,heart_zone_id,total_minutes
2025-07-04T10:51,FAT_BURN,1
2025-07-04T10:58,FAT_BURN,1
2025-07-04T11:02,FAT_BURN,1
2025-07-04T11:03,FAT_BURN,1
2025-07-04T11:05,FAT_BURN,1
2025-07-04T11:06,FAT_BURN,1
2025-07-04T11:07,CARDIO,2
2025-07-04T11:08,CARDIO,2
2025-07-04T11:09,CARDIO,2
2025-07-04T11:10,CARDIO,2
2025-07-04T11:11,PEAK,2
2025-07-04T11:12,PEAK,2
2025-07-04T11:13,PEAK,2
2025-07-04T11:14,PEAK,2
2025-07-04T11:15,PEAK,2
2025-07-04T11:16,PEAK,2
2025-07-04T11:17,PEAK,2
2025-07-04T11:18,PEAK,2
2025-07-04T11:19,PEAK,2
2025-07-04T11:20,PEAK,2
2025-07-04T11:21,PEAK,2
2025-07-04T11:22,CARDIO,2
2025-07-04T11:23,FAT_BURN,1
2025-07-04T11:24,FAT_BURN,1
2025-07-04T11:25,FAT_BURN,1
2025-07-04T11:26,FAT_BURN,1
2025-07-04T11:27,FAT_BURN,1
2025-07-04T11:28,FAT_BURN,1
2025-07-04T11:29,FAT_BURN,1
2025-07-04T11:41,FAT_BURN,1
2025-07-04T11:42,FAT_BURN,1
2025-07-04T11:43,FAT_BURN,1
2025-07-04T11:50,FAT_BURN,1
2025-07-04T18:23,FAT_BURN,1
2025-07-04T19:39,FAT_BURN,1
2025-07-04T22:39,FAT_BURN,1
2025-07-04T22:41,FAT_BURN,1
2025-07-04T22:42,FAT_BURN,1
2025-07-05T14:06,FAT_BURN,1
2025-07-05T15:51,FAT_BURN,1
2025-07-05T17:44,FAT_BURN,1
2025-07-06T17:34,FAT_BURN,1
2025-07-06T19:03,FAT_BURN,1
2025-07-06T19:04,FAT_BURN,1
2025-07-06T19:05,FAT_BURN,1
2025-07-06T19:06,FAT_BURN,1
2025-07-06T19:07,FAT_BURN,1
2025-07-06T19:08,FAT_BURN,1
2025-07-06T19:09,CARDIO,2
2025-07-06T19:10,FAT_BURN,1
2025-07-06T19:11,CARDIO,2
2025-07-06T19:12,CARDIO,2
2025-07-06T19:13,FAT_BURN,1
2025-07-06T19:14,CARDIO,2
2025-07-06T19:15,CARDIO,2
2025-07-06T19:16,CARDIO,2
2025-07-06T19:17,CARDIO,2
2025-07-06T19:18,CARDIO,2
2025-07-06T19:19,CARDIO,2
2025-07-06T19:20,CARDIO,2
2025-07-06T19:21,FAT_BURN,1
2025-07-06T19:22,FAT_BURN,1
2025-07-06T19:23,CARDIO,2
2025-07-06T19:24,CARDIO,2
2025-07-06T19:25,FAT_BURN,1
2025-07-06T19:26,CARDIO,2
2025-07-06T19:27,CARDIO,2
2025-07-06T19:28,CARDIO,2
2025-07-06T19:29,CARDIO,2
2025-07-06T19:30,PEAK,2
2025-07-06T19:31,CARDIO,2
2025-07-06T19:32,PEAK,2
2025-07-06T19:33,PEAK,2
2025-07-06T19:34,CARDIO,2
2025-07-06T19:35,CARDIO,2
2025-07-06T19:36,CARDIO,2
2025-07-06T19:37,PEAK,2
2025-07-06T19:38,CARDIO,2
2025-07-06T19:39,CARDIO,2
2025-07-06T19:40,PEAK,2
2025-07-06T19:41,PEAK,2
2025-07-06T19:42,PEAK,2
2025-07-06T19:43,PEAK,2
2025-07-06T19:44,CARDIO,2
2025-07-06T19:45,CARDIO,2
2025-07-06T19:46,FAT_BURN,1
2025-07-06T19:47,FAT_BURN,1
2025-07-06T19:48,FAT_BURN,1
2025-07-06T19:49,FAT_BURN,1
2025-07-06T19:50,FAT_BURN,1
2025-07-06T19:51,FAT_BURN,1
2025-07-06T19:52,FAT_BURN,1
2025-07-06T19:53,CARDIO,2
2025-07-06T19:54,FAT_BURN,1
2025-07-06T19:55,FAT_BURN,1
2025-07-06T19:56,FAT_BURN,1
2025-07-06T19:57,FAT_BURN,1
2025-07-06T19:58,FAT_BURN,1
2025-07-06T19:59,FAT_BURN,1
2025-07-06T20:00,FAT_BURN,1
2025-07-06T20:01,FAT_BURN,1
2025-07-06T20:02,FAT_BURN,1
2025-07-06T20:09,FAT_BURN,1
2025-07-06T20:10,FAT_BURN,1
2025-07-06T21:05,FAT_BURN,1
2025-07-06T21:15,FAT_BURN,1
2025-07-06T21:17,FAT_BURN,1
2025-07-06T21:18,FAT_BURN,1
2025-07-06T23:08,FAT_BURN,1
2025-07-07T00:37,FAT_BURN,1
2025-07-07T00:38,FAT_BURN,1
2025-07-07T07:25,FAT_BURN,1